Book Id,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Roles,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
253725058,The Bamboo Stalk,5,"Alsanousi, Saud",Author,"Recato-Daño, Jen",Translator,"Anvil Publishing, Inc.",2021,,,"May mukha ng Pilipino, pasaporte ng Kuwaiti, apelyido ng Arabo, at isang pangalang Kristiyano.[return]Lumaki si Jose na sinisikap intindihin ang kaniyang dalawang pagkakakilanlan at kumakapit siya sa pag-asang makabalik siya sa bansa ng kaniyang ama pagdating ng edad na labing-walo. Ngunit tatanggapin ba si Jose ng bansa at pamilya ng kaniyang ama? Handa na ba siyang sumuong sa mundo kung saan mas mahalaga ang sasabihin ng ibang tao?[return]The Bamboo Stalk ay ang kauna-unahang libro ni Saud Alsanousi na isinalin sa Filipino. Isang nakabibighaning kuwento na matapang na tinatalakay ang paksa ng pagkakakilanlan, lahi, at relihiyon.",,The Bamboo Stalk by Saud Alsanousi (2021),Paperback,364 p.; 8 inches,0.72 pounds,8 inches,,5 inches,8 x 5 inches,364,,[2023-12-03],,,60,,translation,Your library,Tagalog,English,,[9789712736957],"9789712736957, 9712736954",,,,,1,manual entry,[2023-12-04],,,28609357,(No name),,,
253725590,Kaibigan Ko ang Buwan - Big Book,1,"Litiatco-Acosta, Chie",Author,"Advincula, Mela",Illustrator,"Adarna House, Inc.",2019,,,"Bawat gabi, hinahanap ng isang batang babae ang kaibigan niya, ang buwan.[return]Tuwing nag-iiba ang buwan, nagbabago rin ang nakikita niyang kakatuwang larawan.[return]Silipin ang kaniyang mga guni-guni sa lahat ng pagbabagong-anyo ng buwan.",,Kaibigan Ko ang Buwan - Big Book by Chie Litiatco-Acosta (2019),Big Book,32 p.; 17 inches,0.59 pounds,17 inches,,11 inches,17 x 11 inches,32,,[2023-12-03],,,61,,big book,Your library,"Tagalog, English",Tagalog,,[9789715087773],"9789715087773, 9715087779",,,,,1,manual entry,[2023-12-04],,,31338200,(No name),,,
253725908,Ang Mutya ng Section E,1,eatmore2behappy,Author,,,PSICOM Publishing Inc.,2019,,,"Ang tanging gusto lang ni Jay-jay ay magkaroon ng normal na high school life, na malayo sa dating siya na laging nakikipag-away, kaya naman pumayag siyang lumipat sa poder ng kanyang kamag-anak sa pagbabakasakali na makapagbabagong-buhay.[return]Hawak ang pangako na 'yon, pumasok siya sa kanyang bagong school pero kahihiyan at sakit sa ulo naman ang bumungad sa kanya.[return]Matupad kaya niya ang kanyang pangako at makatagal kaya siya sa nilipatang school kung siya lang ang nag-iisang babae sa section nila?",,Ang Mutya ng Section E by eatmore2behappy (2019),Paperback,351 p.; 8.26 inches,,8.26 inches,,,8.26 inches,351,,[2023-12-03],,,62,,"Wattpad, Taglish, bilingual, fiction, novel, mature content",Your library,"Tagalog, English",Multiple languages,,[9786214141722],"9786214141722, 6214141727",,,,,1,manual entry,[2023-12-04],,,31338239,(No name),,,
253726164,Ang Alaga,1,"Canong-Senosin, Katrina",Author,"Tiongco, Donna",Illustrator,Brille Petit,2021,,,Pipit kayang madaldal o itik na makulit? Tuta kayang malikot o kuting na masungit? Alamin ang bagong alaga sa bahay ni Kuya.,,Ang Alaga by Katrina Canong-Senosin (2021),Paperback,16 p.; 9 inches,,9 inches,,8.25 inches,9 x 8.25 inches,16,,[2023-12-03],,,63,,,Your library,Tagalog,Tagalog,,[9786214381814],"9786214381814, 6214381817",,,,,1,manual entry,[2023-12-04],,,31338257,(No name),,,
253726441,Boy Kendeng,1,"Agsaway, Dominic",Author,"Agsaway, Dominic",Illustrator,"Adarna House, Inc.",2021,,,Mayroon akong lihim. Ayaw ko munang sabihin...[return]Ito ay rekomendado sa mga batang edad 6 pataas.,,Boy Kendeng by Dominic Agsaway (2021),Paperback,32 p.; 9 inches,0.22 pounds,9 inches,,7 inches,9 x 7 inches,32,,[2023-12-03],,,64,,,Your library,Tagalog,Tagalog,,[9789715088626],"9789715088626, 9715088627",,,,,1,manual entry,[2023-12-04],,,31338275,"R., Jett",Checked out,4/6/2024,5/5/2024
253726716,Ang Unang Barangay,1,"Almario, Virgilio S.",Author,"Mikel, Jap",Illustrator,"Adarna House, Inc.",2022,,,"Bago pa man dumating ang mga Español, mayroon nang sariling matatag na lipunan at mayamang kultura ang ating mga ninuno. Balikan natin ang pamumuhay ng mga unang Filipino sa aklat na ito, mula sa pagkatuklas nila ng pulo ng Pilipinas hanggang sa iba't ibang sining na nalinang sa panahong ito.[return][return]Ito ay rekomendado sa mga batang edad 12 pataas.",,Ang Unang Barangay by Virgilio S. Almario (2022),Paperback,28 p.; 9 inches,0.22 pounds,9 inches,,7 inches,9 x 7 inches,28,,[2023-12-03],,,65,,,Your library,Tagalog,Tagalog,,[9789715089388],"9789715089388, 9715089380",,,,,1,manual entry,[2023-12-04],,,31338297,(No name),,,
253727191,Wildest Dreams,1,xxAkanexx,,,,Bookware Publishing Corporation,2020,,,"MATURE CONTENT[return][return]Mayaman man at matagumpay sa buhay, nagluluksa si Sandro para sa una niyang pag-ibig na masaya na ngayon sa piling ng ibang lalaki habang siya ay malungkot at nag-iisa sa buhay. Noon naman sumulpot ang isang masayahing babae sa harap niya. Puwede raw siya nitong ibalik sa nakaraan para baguhin ang kanyang buhay.[return]Pumayag si Sandro kahit pa alam niyang may mga consequences ang maliliit na desisyon na gagawin niya sa kanyang pagbabalik sa taong 1991. Ngunit hindi niya inasahan na ganoon pala kalaki ang mga pagbabagong puwedeng mangyari….",,Wildest Dreams by xxAkanexx (2020),Paperback,128 p.; 7.08 inches,,7.08 inches,,,7.08 inches,128,,[2023-12-03],,,66,,Wattpad,Your library,"Tagalog, English",,,[9789714328488],"9789714328488, 9714328489",,,,,1,manual entry,[2023-12-04],,,31338348,(No name),,,
253727431,When I First Met You,1,"Fumah, Jamille",,,,"Anvil Publishing, Inc.",2021,,,"MATURE CONTENT[return][return]You can't hide anything from him...[return]You just can't.[return]Pretty, wealthy, intelligent— that is Embry Maceda, a consistent dean's lister. Nasa ayos ang lahat sa buhay niya, until two storms shattered her frame of mind.[return]First, she got in an accident that damaged her laryngeal nerve. In an instant, she became mute. The second storm came in the form of Cross Gablin Vox, a stunning yet arrogant vampire who could read minds. Nakalolokang kapalaran. Pero mas lalo pang naloka si Embry nang malamang hindi lang pala basta simple thoughts niya ang kayang basahin ni Cross...[return]Because he could also read even her deepest desire.",,When I First Met You by Jamille Fumah (2021),Paperback,,,,,,,221,,[2023-12-03],,,67,,Wattpad,Your library,"Tagalog, English",,,[9789712736742],"9789712736742, 9712736741",,,,,1,manual entry,[2023-12-04],,,31338373,"F, Jenn",Checked out,3/24/2024,4/7/2024
253837381,"Tingnan Mo, O!",1,"Pabiton, Noelle",Author,,,,,,,"Halika, sumilip ka... Ano'ng nakikita mo?[return][return]Come and take a peek... What do you see?[return][return]This large board book for toddlers features die-cuts that make it fun to learn parts of our bodies and what their functions are.",,"Tingnan Mo, O! by Noelle Pabiton",Board book,,,,,,,,,[2023-12-03],,,68,,,Your library,Tagalog,Tagalog,,[9789715087407],"9789715087407, 971508740X",,,,,1,manual entry,[2023-12-06],,,23872578,(No name),,,
253875102,"Saan Ka, Ligaya?",1,"Berron, Karla",Author,"Leizel, Allyana",Illustrator,Buko Books,2022,,,Saan papunta si Ligaya? At sino ang kasama niya? Sama din tayo![return]Where is Ligaya going? And who is she going with? Let's join them!,,Saan papunta si Ligaya? At sino ang kasama niya? Sama din tayo![return]Where is Ligaya going? And who is she going with? Let's join them!,Board book,,,,,,,14,,[2023-12-07],,,69,,"board book, Tagalog, English translation in back, fiction, girl, grandmother, juvenile fiction, grocery shopping",Your library,"Tagalog, English",Tagalog,,[9781739884604],"9781739884604, 1739884604",,,,,1,manual entry,[2023-12-07],,,31355571,"L., Kathleen",Checked out,4/6/2024,5/4/2024
254309093,The Ten-Year Gap,1,"Pornasdoro, Gino",Author,"Lim, Regine",Illustrator,Precious Pages Corporation,2021,,,"Minsan ko nang ibinigay ang tiwala at pagmamahal ko sa isang tao, pero ginamit at sinaktan lang ako. Since that day, I vowed to never let anyone have the chance to hurt me again. [return]But a man named Paulo came.[return]Lahat ng kaya kong pagmamaldita ay ginawa ko sa kanya, but he stayed. He stayed and chose to understand me. And just like how the sun brings warmth after a long winter, natunaw ni Paolo ang yelong matagal nang bumabalot sa puso ko.[return]For the second time, I chose to trust again.[return]I chose to love again, and Paolo loved me, too.[return]Mali man sa paningin ng iba, handa kaming patunayan ang pagmamahalan namin. Everything was already planned out. Magsasama kaming dalawa, tutuparin ang mga pangako sa isa’t isa at bubuo ng masayang pamilya. [return]But destiny decided to interfere.[return]I am Angeline Cruzette Sy. And this is the story of our love…",,The Ten-Year Gap by Gino Pornasdoro (2021),Manga,,,,,,,126,,[2023-12-03],,,70,,"manga, romance, coming-of-age, emotional, roller coaster ride, fiction, absent parents, young love, heartbreak, growing up, made me cry, Wattpad, tragedy, hopeful ending",Your library,"Tagalog, English",Multiple languages,,[9786210308891],"9786210308891, 6210308899",,,,,1,manual entry,[2023-12-16],,,31401055,(No name),,,
254401033,Pamilya Ko,1,"Francisco, Jocelyn",Author,"Ortiz, Jamie",Illustrator,,,,,My family in Filipino,,Pamilya Ko by Jocelyn Francisco,Paperback,,,,,,,,,[2023-12-17],,,71,,"picturebook, family",Your library,"English, Tagalog",,,[9781714468690],"9781714468690, 1714468690",,,,,1,manual entry,[2023-12-18],Kubo LB (Ubefest),,31407814,"BV, Dennis",Checked out,4/6/2024,5/4/2024
254413347,Adventures of Maya: The Lost Fields of Palale,1,"Mondejar-Schlueter, Bernadette",Author,"Loreto, Carlo|Rompal, Ed",Translator|Illustrator,JE Mondejar Book Publishing House,2021,,,Maya and Misauri go on an unexpected adventure to pursue a thief and gets lost in the fields of Palale. Will they be able to recover the stolen item and find their way back to her grandmother’s house?[return][return]The Adventures of Maya: The Lost Fields of Palale is an adventure story for young children that demonstrates the core Filipino value of perseverance and highlights authentic and beloved Waray sweet treats of the region.,,Adventures of Maya: The Lost Fields of Palale by Bernadette Mondejar-Schlueter (2021),Paperback,,,,,,,26,,[2023-12-18],,,72,,"Waray, bilingual, English, picturebook",Your library,"Waray, English",Multiple languages,,[9786219637022],"9786219637022, 621963702X",,,,,1,manual entry,[2023-12-18],,,31408291,(No name),,,
254567660,Maya and Her Loyal Friends,1,"Mondejar-Schlueter, Bernadette",Author,"Rompal, Ed",Illustrator,JE Mondejar Book Publishing House,2020,,,Maya and Her Loyal Friends is the story of a young girl who loves to play with her friends. Things suddenly change when a birthday gift arrives. Will she lose her friends because of this mysterious gift?[return]Maya and Her Loyal Friends is an inspiring story that demonstrates core Filipino values of loyalty and friendship and highlights timeless Waray games that children love.,,Maya and Her Loyal Friends by Bernadette Mondejar-Schlueter (2020),Paperback,,,,,,,21,,[2023-12-20],,,73,,"Waray, picturebook",Your library,"Waray, English",,,[9786219637008],"9786219637008, 6219637003",,,,,1,manual entry,[2023-12-21],,,31423170,"K., Ashley",Checked out,4/6/2024,5/5/2024
254567675,Kiko and the Magical Toothbrush: Si Kiko at ang Mahiwagang Sipilyo,1,"Boomer, Ivy",Author,"Pacliwan, Jason",Illustrator,"Ivy Boomer (2021), 40 pages",2021,,,"A story about a little boy and his adventure with a magical toothbrush.[return]This book is written in English with Filipino (Tagalog) translations.[return][return]Kiko loves to eat sweets.[return]Kiko doesn't love brushing his teeth.[return]Until one night, a magical toothbrush takes him on an adventure.[return]What will Kiko do when he discovers what's going on inside his mouth?[return][return]Mahilig kumain ng matamis si Kiko.[return]Ayaw ni Kiko na magsipilyo.[return]Hanggang sa isang gabi, isang mahiwagang sipilyo ang nagdala sa kanya sa isang pakikipagsapalaran.[return]Ano ang gagawin ni Kiko kapag nadiskubre niya ang nangyayari sa loob ng kanyang bibig?",,Kiko and the Magical Toothbrush: Si Kiko at ang Mahiwagang Sipilyo by Ivy Boomer (2021),Hardcover,40 p.; 8.5 inches,0.72091159674 pounds,8.5 inches,0.25 inches,8.5 inches,8.5 x 8.5 x 0.25 inches,40,,,,,74,,,Your library,"Tagalog, English",,,[9780645162837],"9780645162837, 0645162833",,,,,1,amazon.com books,[2023-12-21],,,31423172,(No name),,,
254608266,Ang mga Lambing ni Lolo Ding,1,"M. Coroza, Michael",Author,"Risulmi, Maurice",Illustrator,"Adarna House, Inc.",2018,,,"Ang mga lambing ni Lolo Ding ay mga butil ng pagpapakabuti. [return]Kahit hindi na siya katabi, kahit hindi na siya kapiling, laging nagugunita ang kaniyang mga lambing. Nagsisilbing tanglaw ang mga ito, tulad ng mga bituin.[return]Ito ay rekomendado sa mga batang edad 10 pataas.[return]Lolo Ding’s endearments are seeds of character. Even if he is no longer with us, his endearments will always be remembered. These will serve as beacons, like stars in the night sky.",,Ang mga Lambing ni Lolo Ding by Michael M. Coroza (2018),Paperback,32 p.; 9 inches,0.22 pounds,9 inches,,7 inches,9 x 7 inches,32,,[2023-12-03],,,75,,"picturebook, bilingual, Tagalog, English, loss, grieving, lolo",Your library,"Tagalog, English",Multiple languages,,[9789715084215],"9789715084215, 9715084214",,899.21134,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,manual entry,[2023-12-22],,,20928773,(No name),,,
254837663,"Lo Pahinging Piso (Lolo, Can I Have A Peso)",4,"Menina, Ladie Mae",Author,"Menina, Krist",Illustrator,"Kado Publishing (2022), 29 pages",2022,,,"Lo Pahinging Piso is a touching story about a young girl, her Lolo, and her journey toward learning to love the simple blessings in life.[return]The book is written bilingually in Filipino and English, with Hiligaynon vocabulary words, and a Glossary to teach young readers about the Hiligaynon words and cultural anecdotes in the story.",,"Lo Pahinging Piso (Lolo, Can I Have A Peso) by Ladie Mae Menina (2022)",Paperback,29 p.; 11 inches,,11 inches,0.07 inches,8.5 inches,11 x 8.5 x 0.07 inches,29,,,,,76,,,Your library,"Hiligaynon, English",,,[9786214670260],"9786214670260, 6214670266",,,,,1,amazon.com books,[2023-12-27],,,31442753,(No name),,,
254837771,A Mask of My Own: Ang Akon Maskara,3,"Yao, Ines Bautista",Author,"Camus, Georgina",Illustrator,"Kado Publishing (2022), 24 pages",2022,,,It's time for the annual Negros Occidental Masskara Festival and little Carmela wants to make her own mask. But what will she draw on it? There are just too many things she loves about living in Negros! Find out what they are and how Carmela's mask will look!,,A Mask of My Own: Ang Akon Maskara by Ines Bautista Yao (2022),Paperback,24 p.; 10 inches,,10 inches,0.06 inches,7 inches,10 x 7 x 0.06 inches,24,,,,,77,,,Your library,Hiligaynon,English,,[9786214670291],"9786214670291, 6214670290",,,,,1,amazon.com books,[2023-12-27],,,30362815,"Cyndi T, Child of",Checked out,4/7/2024,5/5/2024
254929252,Diin ya Kuti: A Kinaray-a Word & Picture Book,1,"Taguiwalo, Beaulah P.",Author,"Taguiwalo, Beaulah P.|Benedicto, Eileen Grace P.",Illustrator|Author,CreateSpace Independent Publishing Platform,2014,,,"Originally written in Hiligaynon then translated to English and other languages.[return][return]References: The online dictionaries at www.bohol.ph, Kaufmann's Visayan-English Dictionary (KVED), Wolff's Cebuano English Dictionary, Google Translate, and native speaker colleagues in various languages.[return][return]Contact Information[return]Blog: bookswithoutborders.wordpress.com[return]Email: bookswithoutborders@gmail.com[return]Facebook: Eileen Grace P. Benedicto",,Diin ya Kuti: A Kinaray-a Word & Picture Book by Beaulah P. Taguiwalo (2014),Paperback,32 p.; 11.02 inches,0.23 pounds,11.02 inches,0.07 inches,8.5 inches,11.02 x 8.5 x 0.07 inches,32,,[2023-12-24],,,78,,Kinaray-a,Your library,Philippine (Other),Hiligaynon,,[9781494934705],"9781494934705, 1494934701",,,,,1,amazon.com books,[2023-12-28],,,31449407,(No name),,,
255745521,Awesome Filipino Child Discoveries: My First Alphabet Book of Filipino Words,1,"Credito, Norwin",Author,,,"CreateSpace Independent Publishing Platform (2017), 26 pages",2017,,,"This book introduces Filipino words for toddlers and preschool children. It is suitable for Filipino kids who live in an English foreign country. Each page has a Filipino alphabet with illustrations, that are translated in to Tagalog and English as they learn two languages at the same time. Your kids will enjoy reading and learning from this awesome activity book. The little ones should be guided by Parents to read and say each word in Tagalog and English. If you are looking for Filipino children's books, you're in the right place! Our Filipino Child Discoveries series contains the most comprehensive Filipino books for children and are the best Tagalog learning books available. What makes our books the best Filipino books for kids? Each of our Tagalog kids books contain both English and Tagalog, as well as superb graphics that presents the learning material in an easy to understand manner. You'll love all of our Tagalog ebooks and Tagalog books, all of which are available here on Amazon. Go ahead and help your little one to memorize Awesome Filipino Child Discoveries: “My First Alphabet Book of Filipino Words”.",,Awesome Filipino Child Discoveries: My First Alphabet Book of Filipino Words by Norwin Credito (2017),Paperback,26 p.; 8 inches,0.17 pounds,8 inches,0.07 inches,5.25 inches,8 x 5.25 x 0.07 inches,26,,[2024-01-07],,,79,,,Your library,"Tagalog, English",,,[9781548097479],"9781548097479, 1548097470",,,,,1,amazon.com books,[2024-01-08],,,31503741,(No name),,,
255745889,"The Toddler's Handbook: Bilingual (English / Filipino) (Ingles / Filipino) Numbers, Colors, Shapes, Sizes, ABC Animals, Opposites, and Sounds, with ... Learning Books (English and Filipino Edition)",1,"Martin, Dayna",Author,"Roumanis, A R",Editor,"Engage Books (2017), Edition: Large type / Large print, 48 pages",2017,,,"The Toddler's Handbook introduces 17 basic concepts in English and Filipino. Included are numbers, colors, shapes, sizes, ABCs, animals, opposites, sounds, actions, sports, food, tableware, clothes, engines, emotions, body, and time. This book develops early language skills using 174 words that every kid should know. Vibrant colors and images are designed to attract the attention of babies and toddlers. This book will help children learn a variety of important concepts in English and Filipino before preschool.",,"The Toddler's Handbook: Bilingual (English / Filipino) (Ingles / Filipino) Numbers, Colors, Shapes, Sizes, ABC Animals, Opposites, and Sounds, with ... Learning Books (English and Filipino Edition) by Dayna Martin (2017)",Paperback,48 p.; 8.5 inches,0.31746565728 pounds,8.5 inches,0.13 inches,8.5 inches,8.5 x 8.5 x 0.13 inches,48,,[2024-01-07],,,80,,,Your library,"Tagalog, English",German,LB1050.44 .M378,[9781772264333],"9781772264333, 1772264334",,491.4281,East Indo-European and Celtic languages > Language > Modern East Indian languages (excluding Dravidian) > Other Languages > Punjabi > School books; Texts for learning the language > Spelling books,,1,amazon.com books,[2024-01-08],,,20792282,(No name),,,
256151631,The Fabulous Lost & Found and the Little Mouse Who Spoke Tagalog,1,"Pallis, Mark",Author,"Boynton, Peter",Illustrator,NeuWestendPress.com,2020,,,"A little mouse walks into the Lost & Found, but can only speak Tagalog. How will Mr and Mrs Frog figure out what the mouse is missing…?",,The Fabulous Lost & Found and the Little Mouse Who Spoke Tagalog by Mark Pallis (2020),Paperback,36 p.; 8.5 inches,0.24 pounds,8.5 inches,,8.5 inches,8.5 x 8.5 inches,36,,[2024-01-06],,,81,,"picturebook, Tagalog, English, bilingual",Your library,"English, Tagalog",,,[9781916080188],"9781916080188, 1916080189",,,,,1,manual entry,[2024-01-14],Aunt Katy,,28390961,"K., Ashley",Checked out,4/6/2024,5/5/2024
256405082,Ako Ay May Lobo,1,"Go, Tippy",Illustrator,,,"Adarna House, Inc.",2022,,,Kabilang sa seryeng nagtatampok ng mga awiting kagigiliwan ng mga bata.,,Ako Ay May Lobo by Tippy Go (2022),Board book,10 p.; 5.12 inches,0.24 pounds,5.12 inches,,5.12 inches,5.12 x 5.12 inches,10,,[2024-01-17],,,82,,"board book, song, Adarna House Inc.",Your library,Tagalog,Tagalog,,[9789715088596],"9789715088596, 9715088597",,,,,1,manual entry,[2024-01-17],Hot Tropiks,,31552670,(No name),,,
256405202,Hati Tayo,1,"Molina, Russell",Author,"Agsaway, Dominic",Illustrator,"Adarna House, Inc.",2022,,,Hati tayo![return]Isang piraso. Dalawa ang busog.[return]Kabilang ang munting aklat na ito sa seryeng nagtuturo ng kabutihang-asal.,,Hati Tayo by Russell Molina (2022),Board book,14 p.; 5.12 inches,0.24 pounds,5.12 inches,,5.12 inches,5.12 x 5.12 inches,14,,[2024-01-17],,,83,,"board book, Adarna House Inc.",Your library,Tagalog,Tagalog,,[9780715089289],9780715089289,,,,,1,manual entry,[2024-01-17],Hot Tropiks,,31552681,(No name),,,
256406312,Thirsty,1,"Herras, Paolo",Editor,"Mercado, Richard",Editor,Komiket,2022,,,"Love Boys[return]Who Love Boys[return]Who Love Boys?[return]From the hopelessly romantic schoolboy crushes to the hot and steamy fantasy of your dreams—we're serving fifteen thirst-quenching stories in this Filipino boys love anthology. [return]There's a lot of boys to love, [return]SO STAY THIRSTY.",,Thirsty by Paolo Herras (2022),Comic book,253 p.; 9 inches,,9 inches,,6 inches,9 x 6 inches,253,,[2024-01-17],,,84,,"comic, graphic novel, mature content, Komiket",Your library,"English, Tagalog",Multiple languages,,[9786218244276],"9786218244276, 621824427X",,,,,1,manual entry,[2024-01-17],Hot Tropiks,,31552781,(No name),,,
256408795,Tarantadong Kalbo 1,1,"Eric Raymundo, Kevin",Author,"Eric Raymundo, Kevin",Illustrator,Komiket,2020,,,"Mula sa pagtapal ng repolyo hanggang paglamon ng dolomite, ito ang koleksyon ng mga komiks ni Tarantadong Kalbo sa taong 2020, ang pinakamasagwang taon nating lahat.",,Tarantadong Kalbo 1 by Kevin Eric Raymundo (2020),Comic book,191 p.; 7.25 inches,,7.25 inches,,6 inches,7.25 x 6 inches,191,,[2024-01-17],,,85,,"comic, National Book Awards winner, TK",Your library,"Tagalog, English",Multiple languages,,[9786218244009],"9786218244009, 6218244008",,,,,1,manual entry,[2024-01-17],Hot Tropiks,,26145938,(No name),,,
256459555,Tarantadong Kalbo 2,1,"Eric Raymundo, Kevin",Author,,,Komiket,2021,,,"Nagkagulo sa bakuna, nag-agawan ng itlog, nagkanaw ng dalgona, nagmahalan ang mga baboy, naghabulan ng jetski, nagtulungan sa mga pantry, at tumindig para sa bayan. Ito ang koleksyon ng mga komiks ni Tarantadong Kalbo sa unang parte ng 2021, ang sequel sa pinakamasagwang taon nating lahat.",,Tarantadong Kalbo 2 by Kevin Eric Raymundo (2021),Comic book,204 p.; 7 inches,,7 inches,,6 inches,7 x 6 inches,204,,[2024-01-17],,,86,,"comic, humor",Your library,"Tagalog, English",Multiple languages,,[9786218244047],"9786218244047, 6218244040",,,,,1,manual entry,[2024-01-18],Hot Tropiks,,30939285,(No name),,,
256459815,Tarantadong Kalbo 3,1,"Eric Raymundo, Kevin",,,,Komiket,2022,,,"Nagsilabasan ang mga payaso at hunyango, dahil election season na! Ito ang koleksyon ng mga komiks ni Tarantadong Kalbo sa taong 2022, ang bubuo sa trilogy ng kabadtripan.",,Tarantadong Kalbo 3 by Kevin Eric Raymundo (2022),Comic book,206 p.; 7 inches,,7 inches,,6 inches,7 x 6 inches,206,,[2024-01-17],,,87,,"comic, humor, Komiket",Your library,"Tagalog, English",Multiple languages,,[9786218244177],"9786218244177, 6218244172",,,,,1,manual entry,[2024-01-18],Hot Tropiks,,30939289,"F, Jenn",Checked out,3/24/2024,4/7/2024
256460244,Darkness,1,"Herras, Paolo",Editor,,,Komiket,2022,,,"Whether it comes in the form of a malevolent spirit, or a terrifying beast, these shadows reveal the darkness within us, reflections of our own fears, anger, or shame.[return]This anthology explores the darkness that these creators choose to battle - the black fog, that envelopes and cripples, the dark room without a key, and the hole that gets deeper and deeper with no way out.[return]But despite all these horrifying scenarios, the darkness has a very important purpose - it's only in the darkness nights do we find the light within - the wisdom of a solution to a problem, the strength to face and conquer real-life monsters, and the courage to slay our inner demons to reveal a better version of our selves. For the darkest darkness can never exist without the brilliance of light.",,Darkness by Paolo Herras (2022),Comic book,222 p.; 9 inches,,9 inches,,6 inches,9 x 6 inches,222,,[2024-01-17],,,88,,"comic, compilation, bilingual, Tagalog, English",Your library,"Tagalog, English",Multiple languages,,[9786218244238],"9786218244238, 6218244237",,,,,1,manual entry,[2024-01-18],,,31557838,(No name),,,
256460895,Duty Ka Ba? Komiks,1,"Pascual, Tepai",Author,,,19th Avenida Publishing House,2022,,,"Hahanap na lang ako ng cardiologist para alagaan niya ang puso ko. [return]Pero, hala, pagkakita mo pa lang sa kanya, tumaas na ang heart rate mo, nag-init ang mukha na parang lalagnatin sa kilig. Paglapat ng stethoscope sa dibdib mo, biglang lumapad ang blood vessels sa pisngi mo. Ang capillaries mo, oh no! Namumula ka, mars, mukha kang kamatis! [return]Gising, nasa check-up ka pa lang, girl! Imagination mo lang 'yan. Or is it? [return]Marupok! Maharot! Malandi! [return]Ito ang mga kuwento ng hindi mapigilang mga hugot mula sa kaibuturan ng hypothalamus gland.",,Duty Ka Ba? Komiks by Tepai Pascual (2022),Comic book,211 p.; 9 inches,,9 inches,,6 inches,9 x 6 inches,211,,[2024-01-17],,,89,,"comic, Avenida, nurses, humor, 4-koma",Your library,"Tagalog, English",Multiple languages,,[9786218264144],"9786218264144, 6218264149",,,,,1,manual entry,[2024-01-18],Hot Tropiks,,31557850,(No name),,,
256461297,"Twinkle, Twinkle",1,"Tadiar, Tori",Author,"Yap, Sharlene",Contributor,Komiket,2021,,,"MANILA: THE GOLDEN AGE. [return]The city glitters at night: tranvias run up and down wide streets, arcades and hotels are swarmed with celebrities, and theaters attract droves to see stars perform on the silver screen and onstage. [return]Twins Alta and Signa work at the theaters until dawn, day in and day out. It's a grind until the next starfall, when they break their routine and use a magical ability to see and catch falling stars, hoping to sell the stardust off to a mysterious patron. But when up-and-coming singer Hanan is catapulted into stardom, the twins are pulled into the orbit of Manila's star-studded nightlife and discover that catching falling stars is a lot more than they bargained for.",,"Twinkle, Twinkle by Tori Tadiar (2021)",Comic book,124 p.; 9 inches,,9 inches,,6 inches,9 x 6 inches,124,,[2024-01-17],,,90,,"comic, English",Your library,English,English,,[9786219564199],"9786219564199, 6219564197",,,,,1,manual entry,[2024-01-18],,,28698128,(No name),Available @ Jamba (Old Pasadena),4/21/2024,
256461629,Ang Jowa Kong Crosswise,1,Tsambolero,Author,,,Penlab Sprint,2022,,,"The half of it...[return]And then some.[return]Follow the life and times of Tomas and Leo, who are, for all intents and purposes, an unremarkably average couple in their mid-twenties... or so it would seem. Tomas is actually a self-segmenting winged creature of the night, while Leo is, well, just Leo. [return]Take an intimate peek into the mundanities of their relationship, and find out just how exciting interracial domesticity could be in this Ang Jowa Kong Crosswise double digest.",,Ang Jowa Kong Crosswise by Tsambolero (2022),Comic book,193 p.; 8.25 inches,,8.25 inches,,5.75 inches,8.25 x 5.75 inches,193,,[2024-01-17],,,91,,"comic, interracial, Tagalog, English, Taglish, bilingual, BL, romance, fantasy",Your library,"Tagalog, English",Multiple languages,,[9798987911044],9798987911044,,,,,1,manual entry,[2024-01-18],Hot Tropiks,,31557886,(No name),,,
